lemma,simplex
Rohkost,0
Obmann,0
heizen,1
Prügel,1
zwanzigst,0
flink,1
Krawall,1
Bleibe,1
boxen,1
about,1
Schreibmaschine,0
Hemmschwelle,0
Negativ,0
Literat,0
Uhu,1
Nationalhymne,0
Span,1
Fundamentalismus,0
Clone,1
reiben,1
Irrweg,0
Nomade,1
Sonderzug,0
frühstücken,0
Nebengebäude,0
Chaot,1
Reklame,1
Liegestuhl,0
Olympiade,1
Oberbegriff,0
Travemünde,0
Gleichgesinnte,0
Stadtverordnete,0
Plön,1
opulent,0
Gymnasiast,0
Weihbischof,0
neugeboren,0
autogen,0
Weihnacht,0
shoppen,1
Fehlpass,0
Sonderheft,0
automobil,0
Fördermaßnahme,0
Zentralverband,0
Drehscheibe,0
schneebedeckt,0
Solarmodul,0
Karussell,1
Ambivalenz,0
Gis,1
Fiskus,1
Lernerfolg,0
Bauplatz,0
Östrogen,0
forsch,1
Cafe,1
Tulpe,1
dunkelblau,0
provokant,0
Sonderschule,0
Heimkehr,0
Wedel,1
Champignon,1
Aargau,0
hellblau,0
Motorboot,0
Tatverdächtige,0
zweitgut,0
Pfirsich,1
Brennholz,0
selbstgebaut,0
Groll,1
kaschieren,1
Äquator,1
Lego,1
Whiskey,1
rausfinden,0
Schalten,1
Schliff,1
Rosengarten,0
Voß,1
Leitmotiv,0
allenthalben,0
profan,1
initiieren,1
Wonne,1
Wendland,0
Latex,1
Schlagloch,0
Kanarischen,0
AKW,0
Zwickmühle,0
Corps,1
Schweigepflicht,0
islamistischen,0
Dekret,1
Zocken,1
Raiffeisenbank,0
Nelke,1
Mahnwache,0
konkurrieren,1
Braunkohle,0
schnöde,1
Löschzug,0
Agens,1
Nebenfach,0
nähen,1
Eigenbedarf,0
wieweit,0
kart,1
Negative,0
Kleinbus,0
Blabla,0
Quarz,1
Spanne,1
relativieren,1
Viereck,0
Likör,1
herauf,0
Schippe,1
Kehrseite,0
Öse,1
Kachel,1
Saudi,1
Schwerbehinderte,0
Emulator,0
Selbstbehalt,0
Nylon,1
Zauberstab,0
Spreewald,0
Empore,0
Nehmen,1
immerzu,0
Billard,1
Kork,1
Mammut,1
Dekor,1
Jugendstil,0
Joystick,0
Gruft,1
langweilen,0
Symmetrie,0
Liege,1
Stack,1
Fremdeinträge,0
Trekking,0
Rundbrief,0
Revanche,1
Offerte,0
Känguruh,1
Affekt,1
Wehmut,0
Spyware,0
Judoka,0
Hamburgische,0
Gleichaltrige,0
Weekend,0
Hauptpreis,0
Requisit,1
hauchdünn,0
passgenau,0
Dominikanische,0
Quell,1
Diagonale,0
Mohn,1
Regent,0
Lesen,1
rüde,1
dürr,1
Palm,1
Steppe,1
Sondermodell,0
Referee,1
alteingesessen,0
Messlatte,0
plaudern,1
Backe,1
Hauptausschuss,0
Lehen,1
Vollnarkose,0
Schimpanse,1
Saldo,1
Leerstand,0
färben,1
Deutschlandradio,0
Konfirmand,0
mailen,1
streuen,1
flugs,1
Arabisch,0
Neuland,0
sehbehindert,0
Zack,1
Hockey,1
predigen,1
fügen,1
Cappuccino,1
Suhl,1
synchronisieren,1
regenerieren,0
Hackfleisch,0
Toben,1
Choreografie,0
Heulen,1
Guerilla,1
Tadel,1
Bö,1
Laube,1
Zweirad,0
Wohlgefallen,0
Biodiesel,0
Zivi,0
Rückspiegel,0
Knorpel,1
weitverbreitet,0
Jogi,1
taufen,1
Hockenheim,0
Pot,1
computergestützt,0
Bond,1
Kleinteil,0
Fallschirm,0
weiterleben,0
Strip,1
Mazda,1
eliminieren,1
beisammen,0
bass,1
Konstanz,0
Ruß,1
Graubund,0
Werbeform,0
kuscheln,1
Amor,1
Spirituose,1
Schwiegereltern,0
Pupille,1
Tracking,0
vorbehaltlich,0
Rundkurs,0
Raven,1
grillen,1
Luchs,1
booten,1
Fetisch,1
Quarantäne,1
dominieren,1
Sintflut,0
Haselnuss,0
Olymp,1
Loipe,0
Strafvollzug,0
artenreich,0
Flame,1
Romanze,1
Onkologie,0
Barrikade,1
Pharmazie,0
Videothek,0
Alumnus,0
Mehr,1
Lebendige,0
Phobie,0
Collie,1
stimmberechtigt,0
inszenieren,1
preisgeben,0
Lieferadresse,0
Christdemokrat,0
Bohren,1
Warze,1
Schlagen,1
Junkie,1
Schiebetür,0
klingeln,1
Tegel,1
Fregatte,1
altersbedingt,0
Rosa,1
Pute,1
Walnuss,1
Screening,0
Blonde,1
Paperback,0
Sujet,1
Heinrich,0
Flinte,1
wovor,0
servieren,1
vielmals,0
Glotze,1
Karawane,1
Orkan,1
managen,1
MfS,0
Badeort,0
Downloaden,0
Schlappe,1
kalkulieren,1
Streu,1
Hippie,1
Wiedereinstieg,0
orangefarben,0
Aktionismus,0
Sozialpädagoge,0
Kill,1
zeitlebens,0
Checkpoint,0
Snowboard,0
Höchste,0
Waise,1
Pfarre,1
Serpentine,0
instand,0
Puste,1
Fabrikat,0
Sud,1
Richtfest,0
Gaul,0
Äquivalent,1
Schanze,1
Leitplanke,0
Onlineangebot,0
feminin,1
Sozialplan,0
Razzia,1
hüpfen,1
Klatsche,1
Gynäkologe,0
Quere,0
Mac,1
Tätige,0
Zitadelle,1
Rüge,1
Watte,1
eignen,1
Fürbitte,0
Jakobsweg,0
köpfigen,0
Volle,1
Korrespondent,0
Ekzem,1
Feuchte,1
Trennwand,0
Folsäure,0
Oberlausitz,0
Pathologie,0
weiterfahren,0
Hochebene,0
Kochtopf,0
Pair,1
Fluglinie,0
dereinst,0
Reservat,0
Wasserburg,0
Rückbank,0
scheren,1
chatten,1
spalten,1
Rekrut,1
Pflegeprodukt,0
Disko,1
Direktbank,0
Möbelhaus,0
stürmen,1
Colonel,1
Reformator,0
Schilf,1
strukturieren,1
Dill,1
Fernost,0
Netiquette,0
marschieren,1
Exempel,1
Afghane,1
Nebenprodukt,0
abwärts,1
Reitschule,0
freigegeben,0
Sozialwesen,0
Backhaus,0
Langstrecke,0
Rennwagen,0
Filet,1
Deo,1
Fallout,0
Zehnte,0
Zipfel,1
Stumpf,1
Fahrpreis,0
altersgerecht,0
Libelle,1
gleichgesinnt,0
Brauhaus,0
isolieren,1
Parabel,1
frankreich,0
allererst,0
Pax,1
Pak,1
Reservoir,1
Nähmaschine,0
Rappen,1
Bange,1
fernsehen,0
bannen,1
Ellbogen,0
Tao,0
Paroli,0
hungern,1
kristallin,0
Rambo,0
Großfamilie,0
Positiv,0
Drill,1
repräsentieren,0
Sure,1
Außergewöhnliche,0
Trog,1
blenden,1
Amplitude,1
Rabatte,1
Halm,1
Alibi,1
Minarett,1
selbiges,0
Jammern,1
Logbuch,0
Alkoholismus,0
Styropor,0
Citroën,1
Veto,1
Servieren,1
Zwischenbilanz,0
Pöbel,1
Maria,1
Omen,1
Exzess,1
kühlen,1
Kantor,1
Enduro,1
obskur,1
Biokraftstoff,0
monoton,0
kristallklar,0
Zweibrücke,0
Ländereien,0
Ebenfalls,0
Zivil,1
Rubel,1
Lidschatten,0
Braune,1
land,1
Mailing,0
Limo,1
Top,1
anfangs,0
Rückleuchte,0
Balsam,0
XX,0
Allmacht,0
Disput,1
Relaxen,1
Meteorit,1
Notwehr,0
rosarot,0
mau,1
Flachdach,0
Paranoia,1
Scharia,1
Mahnbescheid,0
Roggen,1
Baguette,1
Ampulle,1
Stärkere,0
Estrich,1
Greif,1
Mache,1
Rumäne,0
raussuchen,0
Teint,1
Ärmste,0
kilometerlang,0
Sozialdienst,0
Fernrohr,0
Wirre,0
brach,1
wohlbehalten,0
orten,1
Hooligan,1
Mehrarbeit,0
Gamma,1
graben,1
würzen,1
hellwach,1
Prozedere,1
handgefertigt,0
fertiggestellt,0
Astrologe,0
Gleitschirm,0
Lila,1
Homöopath,0
Kripo,0
Haupthaus,0
obsolet,1
Hehl,1
Mutante,1
Salami,1
Hochsaison,0
Bankrott,0
Streichholz,0
Vagina,1
Routing,0
Riege,1
navigieren,1
Nahaufnahme,0
Fanatismus,0
siebent,0
Sitzecke,0
Politische,0
Fidel,0
Werbeanzeige,0
Suchwort,0
Finesse,1
Stunt,1
lokalisieren,1
Hochmut,0
Imperativ,0
Nichtmitglied,0
Kormoran,1
Voodoo,1
Kollektor,0
Knappe,1
klarstellen,0
Störfall,0
Friedrichstraße,0
Feigling,0
Drehort,0
Frühschoppen,0
strahlen,1
Zyste,1
frischgebacken,0
Slalom,1
Ahorn,1
Stuhlgang,0
Saalfeld,0
Ladefläche,0
Machart,0
Lauch,1
Kaff,1
Größere,0
Flirten,1
Pardon,1
Schweif,1
reinschreiben,0
Badesee,0
relaxen,1
Rundweg,0
Magersucht,0
würfeln,1
euere,0
sichten,1
Fernverkehr,0
Lumen,1
Passus,1
schweifen,1
Steilküste,0
Superintendent,0
Lesestoff,0
Lesegerät,0
verloren,1
unbeschadet,0
Prisma,1
Hörprobe,0
Ammoniak,1
Langenfeld,0
Sodbrennen,0
Memoiren,1
Ekstase,0
Wacke,1
Schießstand,0
Mindeststandard,0
Dirndl,1
Popo,1
Pampa,1
Ave,1
Kuhle,1
Marienkirche,0
Fromme,0
Schwächere,0
Wabe,1
Inkompetenz,0
Kommode,1
Rezipient,0
potent,0
Konsul,1
dagewesen,0
Pflug,1
Deutschlandfunk,0
Korps,1
Sinus,1
Teen,1
Pflegefamilie,0
fokussieren,1
Eigenbetrieb,0
Normalerweise,0
Kortison,1
Milz,1
Blaulicht,0
Rolex,1
gläsernen,1
Bowling,0
Brummen,1
innerdeutsch,0
sooft,0
Rückschau,0
Prost,1
Tollwut,0
kriechen,1
Streaming,0
Schlacke,1
Maut,1
Marinade,1
Reif,1
Irrglaube,0
Ethnologie,0
Burghausen,0
Flachbildschirm,0
Wohlfahrt,0
Vollidiot,0
Schwimmbecken,0
Kacke,1
Topographie,0
Warenhaus,0
Originalausgabe,0
Mehrzweckhalle,0
willens,0
dünsten,1
Suchfeld,0
joggen,1
Rothschild,0
zeugen,1
Sonate,1
Außenhandel,0
Faible,1
seitlich,0
jäh,1
Badehose,0
Ironman,0
Cast,1
Wuchs,1
Rücklauf,0
Konvergenz,0
Schläfe,0
Mischpult,0
Weiterkommen,0
Kingston,0
Minze,1
zuwider,0
Kakadu,1
Taxe,1
Raffinesse,1
Sozialverband,0
Ska,1
Leichtathlet,0
reproduzieren,1
Neueste,0
schmuck,1
Reithalle,0
Fernwärme,0
Sparpaket,0
widerspiegeln,0
hochinteressant,0
Weitsicht,0
vollauf,0
Trainieren,1
Tora,1
Quintett,0
Weitblick,0
Amsel,1
Zivilrecht,0
Horst,1
Nemesis,1
Rundflug,0
Dickdarm,0
Steinfurt,0
Thrombose,0
menschenrecht,0
Stratege,1
Mikrophon,0
Elektrosmog,0
Euthanasie,0
Gusto,1
Schaukel,1
baugleich,0
Telegramm,0
Pacht,1
Frühgeschichte,0
Lehrauftrag,0
Planspiel,0
Frühzeit,0
Liegewiese,0
Trockene,0
Spaten,1
test,1
Machwerk,0
Vignette,1
dunkelbraun,0
Substantiv,0
Evidenz,0
Drüse,1
Exzellenz,0
Klon,1
Diaspora,1
berg,1
Freundliche,0
Schneide,1
Nut,1
Südsee,0
ton,1
Mofa,1
Fortschreiten,0
Dickicht,1
Scheiterhaufen,0
Ueber,1
Scholle,1
Feuchtgebiet,0
charakterisieren,1
Qualm,1
okkult,1
Marschall,1
Lehne,1
Zaubern,1
Ketchup,1
Sozialfonds,0
Amok,1
Souverän,1
Glosse,1
Wählen,1
Maizière,0
Wandertag,0
Chakra,1
Selbstversuch,0
Mordfall,0
Selbstverlag,0
ueberhaupt,0
Scan,1
Stuck,1
Fis,1
Werfen,1
Lamelle,1
Luftschiff,0
Burgdorf,0
Leihwagen,0
Segelschiff,0
Bitburg,0
weltgut,0
Lid,1
Walke,1
Kuckuck,1
Mecklenburgische,0
daselbst,0
Mops,1
überhand,0
Klerus,1
Toto,1
rigid,1
Megabyte,0
missglückt,0
Sachkunde,0
synonym,0
fernhalten,0
Büste,1
Broadway,0
Corpus,1
Lackieren,1
Totalausfall,0
Bremsbelag,0
Hochdeutsch,0
Privatdetektiv,0
Feingefühl,0
Zentralstelle,0
hochentwickelt,0
streifen,1
Lieferservice,0
Dip,1
Tarot,1
hocken,1
Semmel,1
Kokosnuss,0
Rücklicht,0
Velo,1
Biß,1
Warp,1
CV,0
Lemming,1
Vollbild,0
Dogge,1
Komplize,1
Großbank,0
Holweide,0
fad,1
Deut,1
dazukommen,0
krankheitsbedingt,0
kapieren,1
Werbemaßnahme,0
Ampere,1
Wiki,1
Bademantel,0
Irakkrieg,0
sicherheitsrelevant,0
Golem,1
Jungvogel,0
Fränkische,0
Hausen,1
Triathlet,0
Heilkraft,0
Helle,1
Zapfen,1
nonstop,0
perfide,1
Barren,1
artikulieren,1
Nashorn,0
Adelige,0
Tippen,1
Drift,1
Bonsai,1
Serviette,0
Frisör,0
Millisekunde,0
Yogi,1
Eigeninteresse,0
Fenchel,1
frühmorgens,0
Digitaldruck,0
hochgeladen,0
Fahrstil,0
Kenntnisnahme,0
minutenlang,0
Glückliche,0
Showroom,0
Reichenhall,0
ruinieren,1
knallen,1
Bindestrich,0
Limes,1
Quintessenz,1
Hochglanz,0
Stocken,1
Teamwork,0
Kreml,1
irgendwohin,0
fragil,1
Usenet,0
Leihgabe,0
Fließband,0
Präses,1
Exodus,1
Kalif,1
rocken,1
basieren,1
Schmach,1
dargelegt,0
quatschen,1
Badestrand,0
schrumpfen,1
Scharfschütze,0
Engagierte,0
kandidieren,1
Sehne,1
Quicktipp,0
Selbstschutz,0
Knacken,1
Tippspiel,0
Großchance,0
Shell,1
pumpen,1
weihnachten,0
Lernprogramm,0
Skrupel,1
Keil,1
Vlies,1
statten,1
weiterspielen,0
Wiederanpfiff,0
Esche,1
Boogie,1
deinstallieren,0
Koexistenz,0
vollzogen,0
Büffel,1
Humbug,0
punktgleich,0
Onlinespiel,0
Kastell,1
schiefgehen,0
ineinander,0
Spätherbst,0
schlachten,1
Cholera,1
bange,1
Kompaktkamera,0
Zwischenrunde,0
mildern,1
Initiale,0
achtsam,0
glas,1
Förderbedarf,0
stornieren,1
Schlips,1
Notstand,0
wickeln,1
Meldepflicht,0
Pump,1
Sole,1
Schreiberling,0
Hypertonie,0
Hauptbestandteil,0
Bollwerk,0
Indigo,1
Coast,1
stricken,1
breitgefächert,0
ahoi,1
ambivalent,0
Silberling,0
Vibrator,0
Aprikose,1
forcieren,1
Klatsch,1
Bioenergie,0
Fries,1
Klopfen,1
Neuschnee,0
Tempomat,0
Neukirche,0
Dezernat,0
Zeigen,1
Wohngruppe,0
vierfach,0
Kümmel,1
Reine,1
Altdorf,0
Debut,1
Nike,1
Fremdenverkehr,0
Email,1
Tarzan,1
Flachland,0
losfahren,0
Salve,1
modernisieren,1
Konkrete,1
Säbel,1
Fötus,1
althergebracht,0
Transformator,0
Persönliche,0
Sofortkredit,0
Patron,1
diagnostizieren,1
Lateinische,0
pausieren,1
Kurzstrecke,0
Sozialabgabe,0
stubenrein,0
zollen,1
selbstgebacken,0
Schiedsgericht,0
Klebefolie,0
Karzinom,0
amüsieren,0
Katakombe,1
Billigflug,0
Korken,1
Sperrmüll,0
Freestyle,0
Chávez,0
Süßstoff,0
Karosse,1
Ethos,1
Kartell,1
Algebra,1
ominösen,0
Miet,1
Gülle,1
Spreu,1
Sterbliche,0
revidieren,1
rumstehen,0
Rack,1
Paddel,1
klarmachen,0
Oktave,0
Radiologie,0
Falsch,1
Noppen,1
segnen,1
signalisieren,1
Privatrecht,0
Leitzins,0
Elberfeld,0
Rücksitz,0
Hochbau,0
Nieselregen,0
express,1
Spätfolge,0
Ebenbild,0
Osmanische,0
Tonband,0
Rheingau,0
Schiss,1
paranoid,1
stattgefunden,0
Fehlschlag,0
Konkurenz,0
Tümpel,1
Meteor,1
Pyrenäen,0
Pattern,1
bluten,1
Mehreinnahme,0
feuerverzinkt,0
Komplettpaket,0
Kuscheln,1
Hochlade,0
wieder,1
Domino,1
frieden,1
adult,1
Briefing,0
Braun,1
Jura,1
Nabel,1
Chatten,1
Marihuana,1
schmieren,1
legitimieren,1
Obere,0
brilliant,0
Nanopartikel,0
Jump,1
Laub,1
Fluid,1
Hörensagen,0
Dämmstoff,0
Schminke,1
Hirse,1
Sirup,1
Hagen,1
Halbwissen,0
meistverkauft,0
misslungen,0
Kali,1
Grünland,0
Reinfall,0
Lazarett,1
Retrospektive,0
rütteln,1
mund,1
Biopsie,0
Radeln,1
Streichquartett,0
Nationalteam,0
Giro,1
Osterode,0
Nullpunkt,0
Freiland,0
spülen,1
Doppelpost,0
Inkontinenz,0
Selbstzweifel,0
wetterfest,0
Weltcup,0
Influenza,1
Ufo,1
Biedermann,0
Sherry,1
Lehrangebot,0
Stalingrad,0
Kontrakt,1
pikant,0
Nitrit,1
Schriftstellern,0
Neupreis,0
Huepfburg,0
Jackpot,0
wirtschaften,0
Holde,1
Fahrweg,0
Stellwerk,0
Werbefläche,0
Nomen,1
Farn,1
Muskat,0
Rektorat,0
Chalet,1
Dress,1
Brezel,1
penetrant,0
Nützliche,0
fettarm,0
Silo,1
Müssen,1
Almosen,1
Lektorat,0
Klettersteig,0
astrein,0
kleiden,1
Arteriosklerose,0
Visite,1
Dummy,1
Flaute,1
Schwinge,1
Motherboard,0
Duschgel,0
Wohnumfeld,0
simultan,1
Deadline,0
Brunch,1
Aubergine,0
Pelle,1
Hesse,1
kreuzen,1
kreisen,1
Rank,1
Lesebuch,0
Menschliche,0
bürgerschaftliches,0
Piktogramm,0
lapidar,1
Rolli,1
Scala,1
Neuburg,0
hierhin,0
Hacke,1
Flamenco,1
Nissan,1
Scherge,1
Höchstbetrag,0
Alltägliche,0
konsistent,0
Barde,1
Vespa,1
Bunny,1
Pumps,1
klarkommen,0
Vize,1
startklar,0
Schönere,0
Longe,0
spröde,1
Nutte,1
Scheitel,1
tendieren,1
Heizsystem,0
umhin,0
Chaussee,1
valide,1
ranghoch,0
Schalotte,1
punktgenau,0
nötigenfalls,0
Mietspiegel,0
streben,1
Hack,1
zielen,1
Punch,1
Klumpen,0
Inhaftierte,0
werktags,0
harsch,1
Drehgestell,0
Ruhr,1
ess,1
Shiatsu,1
Engelch,0
reinziehen,0
Konserve,1
Heilkunde,0
Broken,1
Pinnwand,0
Nette,1
Amalgam,1
Mikrokosmos,0
braten,1
pushen,1
Platt,1
Brunsbüttel,0
Bohrloch,0
konfrontieren,1
Archipel,1
hetzen,1
Lunch,1
kundtun,0
infizieren,1
Arbeiten,1
Nulltarif,0
Bodyguard,0
Gynäkologie,0
frieren,1
Limonade,0
Mongole,1
Spezialeffekt,0
Wiederstand,0
Patriarchat,0
Meckern,1
Eigenleben,0
Edle,1
Sühne,1
Rottenburg,0
Welthandel,0
Hegemonie,0
Fundraising,0
festsetzen,0
Glatteis,0
desgleichen,0
Qigong,0
eis,1
Sozialkompetenz,0
Schlinge,1
kicken,1
Kratzen,1
speisen,1
reinkommen,0
Piccolo,1
Meise,1
Fock,1
Minigolf,0
Neige,1
Tantra,1
Migros,1
Werbeplatz,0
weiterarbeiten,0
praxisbezogen,0
Spindel,1
Axiom,1
Schlampe,1
Salto,1
Gicht,1
Trockenzeit,0
Sekret,1
Kuppe,1
Manta,1
Bariton,1
Nebensaison,0
Milde,1
Pinzette,1
Chamäleon,1
Schlick,1
dazugelernt,0
neigen,1
Landeplatz,0
Pulle,1
Hantel,1
Steinkohle,0
zünden,1
Savanne,1
Badegast,0
schwanken,1
Kardiologe,0
Hochgebirge,0
Plexiglas,0
metallic,0
Doppelpass,0
glasklar,0
Tequila,1
rausbringen,0
Kolonialismus,0
Kleinkram,0
Automatismus,0
seitwärts,0
radeln,1
Wohnküche,0
wiewohl,0
Schwimmhalle,0
Koloss,1
Skinhead,0
Paradoxon,0
Rennsport,0
Eklat,1
Dummkopf,0
Bohrmaschine,0
Griechische,0
Allgemeinwissen,0
Pflegefall,0
Leuchtkraft,0
Sägewerk,0
Schönfeld,0
Äon,1
Steroid,1
handgemacht,0
Saufen,1
Privatdozent,0
ferne,1
Blackout,0
sachte,0
Steig,1
Leuchtdiode,0
Hauptanliegen,0
Fiasko,1
Psychopath,0
Schlepptau,0
Suchwerkzeug,0
Rückwärtsgang,0
Aerobic,0
junior,0
Sammelstelle,0
Konzentrat,0
Brüderle,0
mancherorts,0
Katechismus,0
Kontra,1
weiland,0
Hemisphäre,0
Vogelsang,0
Redundanz,0
Nationalbibliothek,0
Eigengewicht,0
Stele,1
hehr,1
Pflegeeltern,0
immergrün,0
Sozialkasse,0
Titte,1
moderieren,1
lasch,1
Querverweis,0
Sozialgeschichte,0
ruckzuck,0
Tofu,1
Sari,1
kreisrund,0
Rolltreppe,0
Rüstzeug,0
Junghund,0
Granulat,0
Vietnamkrieg,0
maschine,1
PVC,0
retour,1
Phishing,0
Marzipan,1
spinnen,1
Sonderwunsch,0
Hüpfburg,0
Handschuhfach,0
grottenschlecht,0
topfit,0
Regionalgruppe,0
Wahrnehmen,0
Opel,1
Faso,1
Bürde,1
Psi,1
Goalie,1
Häme,1
Partisan,1
konsultieren,1
Fehlstelle,0
dein,1
stereotyp,0
Biennale,0
Hanseat,0
Selbe,1
Düngemittel,0
trauern,1
Kardiologie,0
Junggeselle,0
Minispiel,0
Marienplatz,0
Blöße,1
Wiederaufstieg,0
Peso,1
Neuaufbau,0
uebrigens,0
haargenau,0
Progress,1
dergestalt,0
Schopf,1
neugegründet,0
irritieren,1
Wettfahrt,0
Evergreen,0
Sphinx,1
feuern,1
Pfau,1
jahrhundertealt,0
reinhören,0
Parmesan,1
Grizzly,1
Außenspiegel,0
Apollo,1
Passen,1
leeren,1
Schmelz,1
Weitwinkel,0
schmälern,1
Wichtel,1
Kartusche,0
konkretisieren,1
Dülmen,1
übereinander,0
dringen,1
Zweitplazierte,0
pinkeln,1
Boje,1
Sparplan,0
Efeu,1
Konjunktiv,0
Wohnbau,0
Außenstand,0
Habitat,0
Puff,1
Offset,1
Bingo,1
Merle,1
Nirvana,1
Krähe,1
Nationalbank,0
Samt,1
Fact,1
Stör,1
flirten,1
Strobel,1
maligne,1
Malz,1
delikat,1
lecken,1
Plausch,1
Paragraf,1
Sekundarschule,0
Großbuchstabe,0
transgen,0
Querformat,0
Lux,1
Essverhalten,0
klamm,1
Nebensatz,0
Blankenburg,0
Fratze,1
krebskrank,0
Eigenmittel,0
Sightseeing,0
Leitgedanke,0
Faksimile,0
Werbegeschenk,0
remis,1
Originalzustand,0
fortfahren,1
Mephisto,1
Leuchtstoffröhre,0
Dreiländereck,0
Borusse,1
Ruckeln,1
Freuen,1
Exposé,1
Althaus,0
Supermacht,0
Milligramm,0
Spiritus,1
Capitol,1
Mascara,1
Cabriolet,1
Oberklasse,0
Oberstdorf,0
Knie,1
Paradox,0
viertens,0
Hohe,1
Schwarzmarkt,0
alledem,0
ferngesteuert,0
Bacon,1
kauen,1
Mangold,1
Studi,1
Gote,1
Drops,1
taugen,1
Galgen,1
Stillzeit,0
Schalthebel,0
allerorten,0
Lore,1
Spitz,1
Bodden,1
Zivilsenat,0
Fangen,1
Referendariat,0
glätten,1
Peanuts,0
Dharma,1
Agieren,1
Selbstbau,0
Yeti,1
Zwischensequenz,0
Höchststand,0
labil,1
Scheffel,1
Koks,1
konstatieren,1
Mainstreaming,0
Nötigste,0
Neuhausen,0
Multitasking,0
Hauptgericht,0
Platzen,1
Guppy,1
XL,0
interagieren,1
worunter,0
Spüle,1
Heizkessel,0
Selbstanzeige,0
Multitalent,0
Dietrich,0
Wechselstrom,0
zweithoch,0
Fördern,1
Nationalelf,0
DL,0
Elfenbeinküste,0
tilgen,1
Flandern,0
Querflöte,0
Regularien,0
Halbleinen,0
Gaudi,0
restaurieren,1
Maestro,1
Zwiespalt,0
improvisieren,1
Frühe,0
Neuware,0
Schönstatt,0
Hitparade,0
Komplexe,0
Spesen,1
Bronchie,0
schrott,1
Zacken,1
reformieren,1
kontern,1
Höhere,0
Seraph,1
Tropf,1
Nahost,0
schmieden,1
Freigang,0
His,1
falten,1
Oberhof,0
Bolzplatz,0
Klingel,1
Hupe,1
Pharmakonzern,0
Kultus,1
Breme,1
Privatvermögen,0
Heben,1
bangen,1
Katamaran,1
Globulus,1
Rohöl,0
Bolide,1
originalgetreu,0
Notwendige,0
Medusa,1
Leerstelle,0
Fahrkomfort,0
Leichtgewicht,0
rausgehen,0
Mörtel,1
Eiland,0
Bürokrat,0
Hightech,1
Rechnungshof,0
Zögling,0
Trüffel,1
vollbesetzt,0
Thermalbad,0
Supernova,0
Freikirche,0
Grobe,1
Kolonialzeit,0
Parodontitis,0
Eichsfeld,0
Sichern,1
Möchtegern,0
Patrouille,1
Habitus,1
Allerwerteste,0
Rennbahn,0
langgezogen,0
konzipieren,1
Messverfahren,0
Preuß,1
Ignorieren,1
Omnibus,0
Kurztrip,0
Garaus,0
futtern,1
Steckling,0
Fahrgeschäft,0
detailreich,0
Superior,0
CX,0
Halbsatz,0
trendy,0
Senke,1
Spross,1
Deutschkurs,0
komponent,1
Disziplinarverfahren,0
Apartheid,0
Murks,1
frank,1
Handelnde,0
Doppelschlag,0
Ich,1
Pappel,1
Fortuna,1
medikamentösen,0
Restaurator,0
weiterkommen,0
Stöhnen,1
Listing,0
Etikette,1
Spezi,1
Kehlkopf,0
neudeutsch,0
Kaskade,1
Stecken,1
münden,1
dazugehören,0
hochbegabt,0
Selbstmitleid,0
Rüssel,1
Wohnblock,0
Außengelände,0
Fernreise,0
Synapse,1
Prälat,0
Wohnviertel,0
Karaoke,1
Eschweg,0
Fernweh,0
Johannisbeere,0
Kamille,0
Schlich,1
Löschgruppe,0
feilen,1
Flamingo,1
Fahrdienst,0
schwören,1
Figaro,0
Utopia,1
Bunte,0
Denkansatz,0
kontrastreich,0
spiegeln,0
Drossel,1
Gleichstrom,0
lockern,1
blocken,1
Brombeere,0
Rekurs,1
weiterentwickelt,0
ellenlang,0
Mannheim,0
Sonderform,0
solchermaßen,0
Nahbereich,0
Edelmann,0
Empfangen,1
Zweitstimme,0
Schiit,0
Kühle,1
besser,1
Sortieren,1
Hypertext,0
Zählen,1
Fehl,1
manifestieren,1
deklarieren,1
Oberkante,0
Eidechse,1
komponieren,1
grübeln,1
schüren,1
goldbraun,0
Polygon,0
Gründerzeit,0
leadership,0
Kruzifix,1
Schreckliche,0
Förde,1
Impfschutz,0
Nippel,1
profund,1
Krem,1
Kantate,1
Vasall,1
Repressalie,0
Krake,1
Störenfried,0
weiterbilden,0
Pascha,1
Koje,1
automatisieren,0
Spazierengehen,0
grenzen,1
Pantheon,1
Pipi,1
Aas,1
Kürzere,0
Zisterne,0
Ferndiagnose,0
Rauswurf,0
Schlund,1
stolpern,1
Stimmberechtigte,0
Diesseits,0
Lasse,1
Krümmel,1
bleich,1
Drittland,0
Industrielle,0
Schmalz,1
Frischluft,0
reklamieren,1
miserablen,0
Garnison,1
Lehrgeld,0
Toshiba,0
standesgemäß,0
festgeschrieben,0
schmökern,1
Schlupfloch,0
Aphorismus,0
Publicity,0
Standarte,0
Kelle,1
maß,1
Schlafengehen,0
Stillschweigen,0
Cognac,1
Fehlzeit,0
koronar,0
Scharlatan,0
Lithographie,0
Störfaktor,0
tausendfach,0
Wok,1
hoteleigen,0
Spazieren,0
Bypass,0
Pflegefachkraft,0
Kitt,1
Haschisch,1
Kaste,1
Boese,1
rasen,1
Harn,1
hochfrequent,0
Badeurlaub,0
Randale,0
bändigen,1
Höchstwert,0
Pornographie,0
Neukauf,0
Stuss,1
Lerneffekt,0
Kutte,1
Pädophil,0
Avocado,1
Drittmittel,0
Aikido,1
polieren,1
Fastnacht,0
Kronprinz,0
Halleluja,1
bronzen,1
Chorus,1
Pogrom,1
Karat,1
Transzendenz,0
Krempel,1
Textilindustrie,0
Fichtelgebirge,0
